ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
508042;This feature is currently not available because the VPN is disabled.;Diese Funktion ist derzeit nicht verfügbar, da VPN ausgeschaltet ist.;VPN kapalı olduğundan bu servis şu anda kullanamaz.;This feature is currently not available because the VPN is disabled.;This feature is currently not available because the VPN is disabled.;Esta función no está disponible debido a que el VPN está desactivado.;This feature is currently not available because the VPN is disabled.;;Diese Funktion ist derzeit nicht verfügbar, da VPN ausgeschaltet ist.;This feature is currently not available because the VPN is disabled.;VPN kapalı olduğundan bu servis şu anda kullanamaz.;Diese Funktion ist derzeit nicht verfügbar, da VPN ausgeschaltet ist.;This feature is currently not available because the VPN is disabled.;This feature is currently not available because the VPN is disabled.
508043;Certificate is not available;Zertifikat ist nicht verfügbar;Sertifika mevcut değil;Certificate is not available;Certificate is not available;Certificado no está disponible;Certificate is not available;;Zertifikat ist nicht verfügbar;Certificate is not available;Sertifika mevcut değil;Zertifikat ist nicht verfügbar;Certificate is not available;Certificate is not available
508044;Certificate has been renewed;Zertifikat wurde erneuert;Sertifika yenilendi;Certificate has been renewed;Certificate has been renewed;Certificado ha sido renovado;Certificate has been renewed;;Zertifikat wurde erneuert;Certificate has been renewed;Sertifika yenilendi;Zertifikat wurde erneuert;Certificate has been renewed;Certificate has been renewed
508045;Generating Certificate; Zertifikat erzeugen;Sertifika oluşturuldu;Generating Certificate;Generating Certificate;Generación de Certificado;Generating Certificate;; Zertifikat erzeugen;Generating Certificate;Sertifika oluşturuldu; Zertifikat erzeugen;Generating Certificate;Generating Certificate
508046;Failed to generate certificate ;Zertifikat konnte nicht erstellt werden;Sertifika oluşturulamadı;Failed to generate certificate ;Failed to generate certificate;No se pudo generar certificado;Failed to generate certificate ;;Zertifikat konnte nicht erstellt werden;Failed to generate certificate ;Sertifika oluşturulamadı;Zertifikat konnte nicht erstellt werden;Failed to generate certificate ;Failed to generate certificate 
508047;Certificate name you provided was already used.;Der gewählte Zertifikat-Name wurde bereits genutzt;Kullanmak istediginiz sertifika adı kullanılıyor.;Certificate name you provided was already used.;Certificate name you provided was already used.;Nombre del certificado proporcionado ya se utilizó.;Certificate name you provided was already used.;;Der gewählte Zertifikat-Name wurde bereits genutzt;Certificate name you provided was already used.;Kullanmak istediginiz sertifika adı kullanılıyor.;Der gewählte Zertifikat-Name wurde bereits genutzt;Certificate name you provided was already used.;Certificate name you provided was already used.
508048;No VPN Client certificates found;Kein VPN-Client Zertifikat gefunden;VPN-Client-Sertifikat Sertifika bulunmadı;No VPN Client certificates found;No VPN Client certificates found;No se han encontrado certificados de cliente VPN;No VPN Client certificates found;;Kein VPN-Client Zertifikat gefunden;No VPN Client certificates found;VPN-Client-Sertifikat Sertifika bulunmadı;Kein VPN-Client Zertifikat gefunden;No VPN Client certificates found;No VPN Client certificates found
508049;Certificate name;Zertifikat-Name;Sertifika adı;Certificate name;Certificate name;Nombre del certificado;Certificate name;;Zertifikat-Name;Certificate name;Sertifika adı;Zertifikat-Name;Certificate name;Certificate name
508050;Renewing completed;Erneuerung abgeschlossen;Yenilenme tamamlanmıştır;Renewing completed;Renewing completed;Renovación completa;Renewing completed;;Erneuerung abgeschlossen;Renewing completed;Yenilenme tamamlanmıştır;Erneuerung abgeschlossen;Renewing completed;Renewing completed
508051;Please select at least one certificate;Bitte wählen Sie mindestens ein Zertifikat;En az bir sertifika seçin;Please select at least one certificate;Please select at least one certificate;Por favor, seleccione al menos un certificado;Please select at least one certificate;;Bitte wählen Sie mindestens ein Zertifikat;Please select at least one certificate;En az bir sertifika seçin;Bitte wählen Sie mindestens ein Zertifikat;Please select at least one certificate;Please select at least one certificate
508052;Please select one certificate;Bitte wählen Sie ein Zertifikat;Bir sertifika seçin;Please select one certificate;Please select one certificate;Por favor, seleccione un certificado;Please select one certificate;;Bitte wählen Sie ein Zertifikat;Please select one certificate;Bir sertifika seçin;Bitte wählen Sie ein Zertifikat;Please select one certificate;Please select one certificate
508053;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.;Sie finden Ihr Root-CA- und Webserver-Zertifikat unter {LINK_START}Zertifikate{LINK_END} im Einstellungsmenü;RootCA ve Web-Server sertifikası {LINK_START}Sertifikat sayfasında{LINK_END} bulabilirsiniz.;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.;Usted puede ver sus certificados raiz y de servidor Web CA y en el {} LINK_START Certificados {} LINK_END del menú Configuración.;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.;;Sie finden Ihr Root-CA- und Webserver-Zertifikat unter {LINK_START}Zertifikate{LINK_END} im Einstellungsmenü;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.;RootCA ve Web-Server sertifikası {LINK_START}Sertifikat sayfasında{LINK_END} bulabilirsiniz.;Sie finden Ihr Root-CA- und Webserver-Zertifikat unter {LINK_START}Zertifikate{LINK_END} im Einstellungsmenü;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.;You can view your Root CA and Web server certificates on the {LINK_START}Certificates{LINK_END} page in the Settings menu.
508054;The Root CA certificate acts as the certification authority for all certificates created by EasyBox. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to EasyBox. For VPN connections to EasyBox, the VPN client needs the Root CA certificate to validate the connection.;Das Root-CA Zertifikat ist die Zertifizierungsstelle für alle von der EasyBox ausgestellten Zertifikate. Wenn Sie dieses Root-CA Zertifikat herunterladen und als vertrauenswürdiges Zertifikat in Ihrem Browser importieren, vertraut Ihr Browser der Verbindung zur EasyBox. Wenn Sie eine VPN-Verbindung zur EasyBox aufbauen möchten, benötigt Ihr VPN-Client das Root-CA Zertifikat, um einer Verbindung vertrauen zu können. Das Konfigurationspaket für den VPN-Client enthält immer auch das Root-CA Zertifikat.<br>Wenn Sie das Root-CA Zertifikat erneuern, werden alle zuvor ausgestellten Zertifikate ungültig und müssen neu erzeugt werden.;Root CA sertifikası EasyBox tarafından tüm sertifikalar için sertifika yetkilisidir. Root CA sertifikasını yükleme ve güvenilir bir sertifika yetkilisi olarak browserinize yüklenir. EasyBox VPN bağlantıları için, VPN istemcisi bağlantısını doğrulamak için Root CA sertifikası gerekiyor.;The Root CA certificate acts as the certification authority for all certificates created by EasyBox. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to EasyBox. For VPN connections to EasyBox, the VPN client needs the Root CA certificate to validate the connection.;The Root CA certificate acts as the certification authority for all certificates created by the router. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to the router. For VPN connections to the router, the VPN client needs the Root CA certificate to validate the connection.;El certificado CA Raiz actúa como la autoridad de certificación para los certificados creados por el router. Descargando este certificado e importándolo a su navegador como autoridad fiable de certificación, el navegador confiará en las conexiones al router. Para las conexiones VPN al router, el cliente VPN necesita el certificado CA Raíz para validar la conexión.;The Root CA certificate acts as the certification authority for all certificates created by EasyBox. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to EasyBox. For VPN connections to EasyBox, the VPN client needs the Root CA certificate to validate the connection.;;Das Root-CA Zertifikat ist die Zertifizierungsstelle für alle von der EasyBox ausgestellten Zertifikate. Wenn Sie dieses Root-CA Zertifikat herunterladen und als vertrauenswürdiges Zertifikat in Ihrem Browser importieren, vertraut Ihr Browser der Verbindung zur EasyBox. Wenn Sie eine VPN-Verbindung zur EasyBox aufbauen möchten, benötigt Ihr VPN-Client das Root-CA Zertifikat, um einer Verbindung vertrauen zu können. Das Konfigurationspaket für den VPN-Client enthält immer auch das Root-CA Zertifikat.<br>Wenn Sie das Root-CA Zertifikat erneuern, werden alle zuvor ausgestellten Zertifikate ungültig und müssen neu erzeugt werden.;The Root CA certificate acts as the certification authority for all certificates created by EasyBox. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to EasyBox. For VPN connections to EasyBox, the VPN client needs the Root CA certificate to validate the connection.;Root CA sertifikası EasyBox tarafından tüm sertifikalar için sertifika yetkilisidir. Root CA sertifikasını yükleme ve güvenilir bir sertifika yetkilisi olarak browserinize yüklenir. EasyBox VPN bağlantıları için, VPN istemcisi bağlantısını doğrulamak için Root CA sertifikası gerekiyor.;Das Root-CA Zertifikat ist die Zertifizierungsstelle für alle von der EasyBox ausgestellten Zertifikate. Wenn Sie dieses Root-CA Zertifikat herunterladen und als vertrauenswürdiges Zertifikat in Ihrem Browser importieren, vertraut Ihr Browser der Verbindung zur EasyBox. Wenn Sie eine VPN-Verbindung zur EasyBox aufbauen möchten, benötigt Ihr VPN-Client das Root-CA Zertifikat, um einer Verbindung vertrauen zu können. Das Konfigurationspaket für den VPN-Client enthält immer auch das Root-CA Zertifikat.<br>Wenn Sie das Root-CA Zertifikat erneuern, werden alle zuvor ausgestellten Zertifikate ungültig und müssen neu erzeugt werden.;The Root CA certificate acts as the certification authority for all certificates created by EasyBox. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to EasyBox. For VPN connections to EasyBox, the VPN client needs the Root CA certificate to validate the connection.;The Root CA certificate acts as the certification authority for all certificates created by PlusBox. By downloading the Root CA certificate and importing it to your browser as trusted certificate authority, your browser will trust connections to PlusBox. For VPN connections to EasyBox, the VPN client needs the Root CA certificate to validate the connection.
